1,34,72030000,63999000
1,34,128066000,144092000
1,34,72268000,104048000
1,34,87842000,95967000
1,34,109403000,227027000
1,34,4704000,166689000
1,34,82640000,71815000
1,34,88197000,104191000
1,34,119939000,111929000
1,34,88022000,127846000
1,34,63626000,31648000
1,34,87753000,64000000
1,34,88051000,168179000
1,34,103739000,80148000
1,34,72007000,63906000
1,34,112104000,119952000
1,34,88038000,112023000
1,34,80050000,112100000
1,34,64052000,88149000
1,34,79994000,48177000
1,34,119524000,71780000
1,34,72027000,119936000
1,34,95573000,80003000
1,34,88027000,31756000
1,34,87827000,120102000
1,34,71976000,119982000
1,34,95772000,88011000
1,34,111547000,95952000
1,34,87675000,79998000
1,34,72242000,64310000
1,34,79842000,279893000
1,34,76096000,99785000
1,34,127846000,255947000
1,34,87860000,87828000
1,34,104007000,103977000
1,34,79980000,119840000
1,34,88234000,144166000
1,34,64064000,351864000
1,34,119841000,72121000
1,34,95626000,71874000
1,34,55968000,48000000
1,34,95994000,159951000
1,34,103999000,136097000
1,34,87632000,80793000
1,34,79959000,119931000
1,34,98569000,87563000
1,34,95976000,111968000
1,34,111706000,79950000
1,34,104024000,103990000
1,34,80038000,119972000
1,34,88045000,95842000
1,34,72080000,96078000
1,34,80126000,136244000
1,34,73441000,104087000
1,34,64134000,72119000
1,34,95920000,127914000
1,34,87989000,80257000
1,34,79868000,95622000
1,34,72080000,136068000
1,34,80022000,135985000
1,34,56362000,87661000
1,34,72207000,80124000
1,34,80119000,136034000
1,34,63852000,303975000
1,34,103833000,88049000
1,34,57537000,89617000
1,34,127867000,71825000
1,34,56208000,112093000
1,34,81189000,81164000
1,34,79934000,151695000
1,34,119891000,127925000
1,34,79975000,143889000
1,34,88269000,144281000
1,34,72079000,56089000
1,34,96257000,111547000
1,34,79875000,71991000
1,34,95694000,88406000
1,34,119872000,98560000
1,34,87967000,72006000
1,34,87722000,48092000
1,34,72062000,88077000
1,34,87544000,79653000
1,34,80068000,80046000
1,34,103739000,159866000
1,34,87969000,167939000
1,34,63875000,71997000
1,34,135727000,135704000
1,34,80086000,95907000
1,34,64066000,39886000
1,34,95766000,88238000
1,34,119802000,55943000
1,34,119962000,39830000
1,34,79846000,71771000
1,34,88070000,128020000
1,34,112022000,223852000
1,34,87912000,111944000
1,34,80063000,88036000
1,34,55827000,31933000
1,34,144016000,87718000
1,34,87979000,72004000
1,34,127853000,120258000
1,34,64463000,56005000
1,34,64037000,47923000
1,34,71582000,63794000
1,34,103754000,151736000
1,34,64015000,23593000
1,34,80085000,88218000
1,34,95695000,80005000
1,34,71639000,95768000
1,34,103462000,80008000
1,34,88012000,639974000
1,34,71967000,120088000
1,34,79716000,71964000
1,34,72057000,111919000
1,34,80104000,87907000
1,34,85601000,135156000
1,34,71896000,95976000
1,34,79749000,64121000
1,34,63955000,96067000
1,34,95814000,73101000
1,34,79947000,223927000
1,34,95782000,63697000
1,34,79822000,151909000
1,34,63799000,103771000
1,34,63953000,87985000
1,34,88068000,104055000
1,34,79793000,120091000
1,34,112098000,128026000
1,34,103785000,111811000
1,34,87994000,560113000
1,34,79991000,384059000
1,34,103988000,111804000
1,34,104044000,120042000
1,34,111703000,80095000
1,34,111386000,79852000
1,34,88054000,96065000
1,34,79998000,39980000
1,34,108945000,120026000
1,34,71695000,55947000
1,34,72076000,127863000
1,34,71967000,56188000
1,34,175806000,87989000
1,34,88213000,168140000
1,34,87834000,80006000
1,34,79792000,48045000
1,34,88052000,127753000
1,34,103715000,72177000
1,34,79806000,63978000
1,34,96034000,112077000
1,34,95372000,119467000
1,34,97098000,104016000
1,34,71880000,103844000
1,34,127686000,119895000
1,34,103799000,207980000
1,34,72036000,80027000
1,34,103952000,95906000
1,34,63930000,103979000
1,34,87944000,95986000
1,34,79826000,119833000
1,34,71846000,136079000
1,34,79632000,159845000
1,34,95869000,55885000
1,34,95983000,184081000
1,34,104018000,128003000
1,34,136211000,103757000
1,34,96184000,96163000
1,34,95506000,79790000
1,34,103908000,120008000
1,34,103835000,151865000
1,34,72036000,48030000
1,34,55962000,87968000
1,34,71999000,7984000
1,34,96160000,112264000
1,34,63928000,63896000
1,34,103965000,192023000
1,34,104063000,159941000
1,34,87984000,136002000
1,34,72091000,96217000
1,34,111895000,55799000
1,34,112174000,128155000
1,34,72117000,96065000
1,34,87761000,80045000
1,34,71940000,95625000
1,34,95493000,71973000
1,34,80080000,128020000
1,34,71956000,47994000
1,34,134877000,167125000
1,34,103749000,96019000
1,34,88003000,119924000
1,34,96330000,336540000
1,34,71987000,87891000
1,34,87909000,183861000
1,34,72221000,80545000
1,34,96169000,160162000
1,34,95735000,80250000
1,34,80067000,87944000
1,34,103523000,95945000
1,34,56077000,71802000
1,34,71981000,87877000
1,34,88062000,144234000
1,34,48018000,63902000
1,34,103664000,95918000
1,34,79988000,95740000
1,34,72055000,328131000
1,34,79816000,184038000
1,34,96167000,96146000
1,34,79948000,71964000
1,34,64164000,88026000
1,34,112162000,112130000
1,34,88299000,104203000
41,13,79985000,383907000
41,13,72058000,223997000
41,13,79905000,191760000
41,13,88077000,168072000
41,13,87969000,159955000
41,13,78609000,206617000
41,13,79737000,159947000
41,13,61236000,141605000
41,13,80113000,167923000
41,13,80108000,152054000
41,13,95982000,175943000
41,13,64013000,96003000
41,13,80043000,216053000
41,13,72082000,96131000
41,13,80068000,199926000
41,13,88230000,160093000
41,13,72071000,167907000
41,13,79941000,168068000
41,13,71990000,192053000
41,13,96133000,263990000
41,13,120051000,208008000
41,13,80042000,343785000
41,13,88079000,135947000
41,13,79851000,151942000
41,13,72062000,312060000
41,13,71991000,135912000
41,13,79851000,144054000
