1,34,128014000,120016000
1,34,135999000,103726000
1,34,128048000,103897000
1,34,103961000,144169000
1,34,103997000,199979000
1,34,95932000,656804000
1,34,135859000,96080000
1,34,120081000,127833000
1,34,135964000,128001000
1,34,128037000,143964000
1,34,63943000,176001000
1,34,119899000,127876000
1,34,96081000,96027000
1,34,96128000,168038000
1,34,80036000,111974000
1,34,87980000,672152000
1,34,95973000,183846000
1,34,96090000,143881000
1,34,119985000,111958000
1,34,111819000,103853000
1,34,79953000,95971000
1,34,79998000,96027000
1,34,95952000,199950000
1,34,120103000,223964000
1,34,128009000,127990000
1,34,119795000,95989000
1,34,119776000,111842000
1,34,136128000,136101000
1,34,72200000,120024000
1,34,79934000,87864000
1,34,63950000,208173000
1,34,95830000,104029000
1,34,87938000,151981000
1,34,87994000,63972000
1,34,79913000,119995000
1,34,135770000,127976000
1,34,111985000,127997000
1,34,120006000,135974000
1,34,104027000,112042000
1,34,71994000,87946000
1,34,128298000,216243000
1,34,112079000,160007000
1,34,95982000,112074000
1,34,127980000,135872000
1,34,160061000,168090000
1,34,120053000,168111000
1,34,127940000,111791000
1,34,72167000,136132000
1,34,95936000,159912000
1,34,71894000,271872000
1,34,111921000,159885000
1,34,47939000,95804000
1,34,96155000,56008000
1,34,79947000,151984000
1,34,143931000,136135000
1,34,95965000,63919000
1,34,64080000,87942000
1,34,135983000,112089000
1,34,88132000,136091000
1,34,120013000,88031000
1,34,127885000,119916000
1,34,120014000,119987000
1,34,111718000,103753000
1,34,112206000,128156000
1,34,111983000,423837000
1,34,95834000,103737000
1,34,96136000,167945000
1,34,104039000,112021000
1,34,96003000,104043000
1,34,104026000,135851000
1,34,151812000,119961000
1,34,95868000,55941000
1,34,128046000,455886000
1,34,112092000,120003000
1,34,120108000,128160000
1,34,80087000,120106000
1,34,104012000,239985000
1,34,120063000,87946000
1,34,111968000,95970000
1,34,80032000,152070000
1,34,104012000,80200000
1,34,80006000,103774000
1,34,119930000,96033000
1,34,96153000,112205000
1,34,135919000,103949000
1,34,127919000,127893000
1,34,103992000,80087000
1,34,95820000,231865000
1,34,87902000,135953000
1,34,103876000,95880000
1,34,95885000,127906000
1,34,96058000,127961000
1,34,136067000,79988000
1,34,111810000,127868000
1,34,87967000,143896000
1,34,103990000,16006000
1,34,167988000,23973000
1,34,88277000,112103000
1,34,136059000,120179000
1,34,79962000,136102000
